geoid,tract,block_group,total_population,under_18_population,age_65_plus_population,white_alone_population,black_alone_population,asian_alone_population,hispanic_or_latino_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct
60855095001,509500,1,1891,189,110,599,47,382,781,133654,0,0,,
60855095002,509500,2,1970,222,216,440,0,974,567,177788,0,0,,
60855095003,509500,3,1756,502,83,711,44,372,498,194869,0,0,,
60855096001,509600,1,909,53,44,366,0,439,31,221853,0,0,,
60855096002,509600,2,1284,325,127,692,0,334,430,146037,0,0,,
60855096003,509600,3,1531,348,131,744,37,426,143,200435,0,0,,
60855097001,509700,1,1204,364,135,750,16,282,77,227973,0,0,,
60855097002,509700,2,803,62,101,239,100,327,119,191696,0,0,,
60855097003,509700,3,1057,278,172,610,0,315,153,248194,0,0,,
60855098011,509801,1,1887,255,140,549,30,674,737,131500,0,0,,
60855098012,509801,2,790,121,80,621,0,84,177,121357,0,0,,
60855098013,509801,3,1628,532,233,792,0,672,32,247500,0,0,,
60855098014,509801,4,1664,462,246,907,0,606,83,222557,0,0,,
60855098021,509802,1,1496,350,164,428,59,542,357,155375,0,0,,
60855098022,509802,2,1594,379,309,634,23,475,223,250001,0,0,,
60855099011,509901,1,1498,436,297,937,8,383,5,250001,0,0,,
60855099012,509901,2,1104,388,131,590,7,367,25,250001,0,0,,
60855099021,509902,1,2287,560,598,794,269,1008,139,154722,0,0,,
60855099022,509902,2,1373,329,247,874,0,325,178,250001,0,0,,
60855099023,509902,3,1501,281,236,790,29,523,11,250001,0,0,,
60855100011,510001,1,1439,418,88,728,0,365,317,146353,0,0,,
60855100012,510001,2,1289,337,277,653,0,589,12,250001,0,0,,
60855100013,510001,3,955,298,136,442,0,513,0,250001,0,0,,
60855100014,510001,4,583,63,210,293,0,263,27,219375,0,0,,
60855100015,510001,5,824,98,196,552,13,199,26,250001,0,0,,
60855100016,510001,6,762,198,60,462,0,59,174,250001,0,0,,
60855100021,510002,1,1468,301,323,640,0,708,57,250001,0,0,,
60855100022,510002,2,1329,446,147,648,0,550,12,250001,0,0,,
60855100023,510002,3,1334,366,220,651,0,396,245,250001,0,0,,
60855101001,510100,1,1614,293,434,725,16,773,22,250001,0,0,,
60855101002,510100,2,1178,326,426,749,0,361,54,250001,0,0,,
60855102001,510200,1,1627,372,415,804,0,697,83,250001,0,0,,
60855102002,510200,2,981,199,284,503,0,432,34,250001,0,0,,
60855102003,510200,3,1957,570,297,1257,0,497,27,250001,0,0,,
60855103001,510300,1,1412,308,443,780,0,464,26,250001,0,0,,
60855103002,510300,2,2513,810,237,1128,0,1170,130,250001,0,0,,
60855103003,510300,3,724,80,279,434,0,217,86,200592,0,0,,
60855104001,510400,1,1925,403,176,669,28,1121,101,250001,0,0,,
60855104002,510400,2,655,171,198,361,0,218,49,156855,0,0,,
60855104003,510400,3,915,197,165,461,0,308,10,250001,0,0,,
60855105001,510500,1,1070,252,187,534,0,418,83,250001,0,0,,
60855105002,510500,2,1652,319,761,955,2,542,90,201108,0,0,,
60855105003,510500,3,2189,594,486,961,0,1061,50,250001,0,0,,
60855106001,510600,1,886,131,158,456,9,263,89,196094,0,0,,
60855106002,510600,2,2409,755,490,793,21,832,856,-666666666,0,0,,
60855106003,510600,3,2388,722,325,1059,0,815,160,215625,0,0,,
60855106004,510600,4,919,136,305,315,0,505,33,136842,0,0,,
60855107001,510700,1,568,126,84,234,0,283,0,241786,0,0,,
60855107002,510700,2,1745,203,201,615,20,669,146,145972,0,0,,
60855107003,510700,3,2427,418,492,947,0,1405,15,183990,0,0,,
60855108011,510801,1,1540,451,292,531,289,534,101,250001,0,0,,
60855108012,510801,2,1984,417,473,508,21,1270,26,250001,0,0,,
60855108013,510801,3,926,255,186,394,11,479,0,202824,0,0,,
60855108014,510801,4,794,160,253,272,0,429,18,233182,0,0,,
60855108021,510802,1,957,242,200,471,0,302,40,250001,0,0,,
60855108022,510802,2,1057,291,206,617,0,385,8,250001,0,0,,
60855108031,510803,1,1935,520,405,984,0,731,204,250001,0,0,,
60855108032,510803,2,1471,346,158,414,0,891,106,250001,0,0,,
60855109001,510900,1,1729,447,363,887,0,725,73,141016,0,0,,
60855109002,510900,2,1676,350,398,759,0,551,162,227273,0,0,,
60855109003,510900,3,1026,102,94,319,66,506,44,213750,0,0,,
60855110001,511000,1,1498,444,256,672,0,713,96,155714,0,0,,
60855110002,511000,2,1204,283,291,591,0,277,165,227500,0,0,,
60855110003,511000,3,714,218,71,163,0,420,113,250001,0,0,,
60855110004,511000,4,2338,812,171,582,31,1650,101,250001,0,0,,
60855110005,511000,5,1426,322,257,603,0,694,0,250001,0,0,,
60855111001,511100,1,1735,276,383,1029,8,571,73,237955,0,0,,
60855111002,511100,2,1167,259,277,517,0,559,16,250001,0,0,,
60855111003,511100,3,1257,276,304,405,0,769,57,181250,0,0,,
60855111004,511100,4,1220,278,254,530,0,457,24,250001,0,0,,
60855112001,511200,1,1465,312,176,977,0,360,41,250001,0,0,,
60855112002,511200,2,1319,353,222,646,0,443,153,250001,0,0,,
60855112003,511200,3,982,215,162,587,34,222,134,250001,0,0,,
60855112004,511200,4,999,235,203,628,16,252,7,250001,0,0,,
60855113011,511301,1,1627,279,262,1088,0,307,122,250001,0,0,,
60855113012,511301,2,1571,338,362,852,93,254,134,227344,0,0,,
60855113013,511301,3,965,68,230,441,211,116,45,144000,0,0,,
60855113021,511302,1,1262,119,702,667,18,369,153,31144,0,0,,
60855113022,511302,2,428,86,60,208,0,100,0,250001,0,0,,
60855113023,511302,3,359,0,89,311,0,47,1,-666666666,0,0,,
60855113024,511302,4,1831,398,291,593,0,564,624,233803,0,0,,
60855114001,511400,1,740,160,67,179,0,447,38,250001,0,0,,
60855114002,511400,2,1063,276,277,607,4,412,41,250001,0,0,,
60855114003,511400,3,770,221,149,433,0,211,0,250001,0,0,,
60855114004,511400,4,1035,212,244,740,0,219,0,250001,0,0,,
60855115011,511501,1,743,170,169,551,0,154,0,250001,0,0,,
60855115012,511501,2,2033,365,314,894,213,760,108,109853,0,0,,
60855115013,511501,3,1904,407,243,1113,18,498,81,217303,0,0,,
60855115021,511502,1,1045,209,218,881,4,53,45,250001,0,0,,
60855115022,511502,2,1977,100,457,1116,53,459,278,250001,0,0,,
60855116081,511608,1,216,0,0,80,0,136,0,40714,0,0,,
60855116082,511608,2,3100,34,0,1300,244,818,653,47813,0,0,,
60855116091,511609,1,3441,604,840,1603,65,1097,571,148365,0,0,,
60855117011,511701,1,1189,305,262,741,0,230,135,250001,0,0,,
60855117012,511701,2,2420,550,491,1664,0,457,188,250001,0,0,,
60855117013,511701,3,759,121,216,327,0,348,0,250001,0,0,,
60855117021,511702,1,2172,532,398,1182,0,806,38,250001,0,0,,
60855117022,511702,2,687,166,196,347,0,266,50,250001,0,0,,
60855117041,511704,1,2121,269,979,822,0,1130,57,250001,0,0,,
60855117042,511704,2,735,106,239,176,0,491,0,250001,0,0,,
60855117043,511704,3,1624,429,443,797,0,671,104,250001,0,0,,
60855117051,511705,1,2145,480,540,1278,26,588,162,250001,0,0,,
60855117071,511707,1,1851,179,776,817,90,788,50,197788,0,0,,
60855117072,511707,2,1196,279,427,895,0,201,39,250001,0,0,,
60855118001,511800,1,1725,281,356,1274,0,145,48,249097,0,0,,
60855118002,511800,2,1530,396,141,1158,0,45,294,163125,0,0,,
60855118003,511800,3,1034,210,135,903,0,26,61,127367,0,0,,
60855119051,511905,1,1504,388,242,611,21,782,39,250001,0,0,,
60855119052,511905,2,1580,392,306,778,0,711,72,250001,0,0,,
60855119071,511907,1,1793,442,305,523,0,1210,25,242976,0,0,,
60855119072,511907,2,2303,503,402,946,0,1027,249,250001,0,0,,
60855119101,511910,1,857,132,309,411,0,380,41,215000,0,0,,
60855119102,511910,2,774,107,155,471,0,250,39,221364,0,0,,
60855119103,511910,3,1361,355,213,807,0,315,89,250001,0,0,,
60855119111,511911,1,1872,279,535,1069,139,416,203,94773,0,0,,
60855119112,511911,2,820,100,153,620,26,120,110,158295,0,0,,
60855119113,511911,3,1909,345,358,984,0,562,85,247242,0,0,,
60855119121,511912,1,2322,569,447,935,0,1174,157,231286,0,0,,
60855119122,511912,2,1318,313,301,513,0,724,84,211875,0,0,,
60855119123,511912,3,1646,309,214,406,0,948,162,250001,0,0,,
60855119131,511913,1,1082,111,271,881,0,147,0,250001,0,0,,
60855119132,511913,2,1729,498,265,1047,27,389,258,250001,0,0,,
60855119133,511913,3,1471,493,224,811,0,350,235,250001,0,0,,
60855119141,511914,1,2171,755,301,678,8,1003,89,250001,0,0,,
60855119142,511914,2,2468,445,692,1524,2,561,204,250001,0,0,,
60855119143,511914,3,1648,353,231,776,46,603,100,218563,0,0,,
60855119151,511915,1,1493,446,241,679,0,607,199,186442,0,0,,
60855119152,511915,2,1136,332,63,38,0,43,989,61394,0,0,,
60855119153,511915,3,1125,399,228,503,0,115,668,20952,0,0,,
60855119161,511916,1,2027,434,369,707,207,542,467,145074,0,0,,
60855119162,511916,2,2456,645,322,1126,8,1040,183,238750,0,0,,
60855119171,511917,1,2218,355,365,867,86,1059,143,250001,0,0,,
60855119172,511917,2,667,164,104,62,5,564,0,250001,0,0,,
60855119173,511917,3,1494,265,557,517,26,918,0,229821,0,0,,
60855119181,511918,1,538,117,118,226,0,241,17,250001,0,0,,
60855119182,511918,2,2705,623,543,1093,0,882,575,250001,0,0,,
60855120011,512001,1,960,279,155,103,30,475,153,203095,0,0,,
60855120012,512001,2,1445,256,246,318,98,535,464,202760,0,0,,
60855120013,512001,3,1451,231,198,463,0,644,324,208547,0,0,,
60855120014,512001,4,2246,491,234,465,70,1517,146,222167,0,0,,
60855120051,512005,1,1448,436,289,818,0,382,343,203150,0,0,,
60855120052,512005,2,475,92,57,229,37,103,54,215096,0,0,,
60855120053,512005,3,793,204,273,605,0,97,91,164688,0,0,,
60855120054,512005,4,2190,586,190,812,19,577,936,215365,0,0,,
60855120055,512005,5,1744,287,223,865,1,653,157,197636,0,0,,
60855120191,512019,1,764,130,256,340,0,332,99,123750,0,0,,
60855120192,512019,2,1918,408,217,801,40,501,705,136528,0,0,,
60855120193,512019,3,1698,453,296,643,1,480,636,87354,0,0,,
60855120211,512021,1,1151,193,123,420,0,420,212,174234,0,0,,
60855120212,512021,2,1415,277,344,525,31,695,181,149919,0,0,,
60855120213,512021,3,1815,371,273,614,71,551,517,140816,0,0,,
60855120214,512021,4,1401,242,232,183,51,956,253,150133,0,0,,
60855120221,512022,1,1041,214,185,274,26,596,120,169028,0,0,,
60855120222,512022,2,2417,250,515,390,0,1502,437,86100,0,0,,
60855120223,512022,3,2817,912,348,359,159,989,1224,95045,0,0,,
60855120231,512023,1,1891,275,262,617,40,548,716,135179,0,0,,
60855120232,512023,2,1597,503,141,344,76,308,982,94074,0,0,,
60855120233,512023,3,1858,419,163,365,150,402,1066,118173,0,0,,
60855120241,512024,1,1547,438,300,800,40,466,141,145363,0,0,,
60855120242,512024,2,1749,349,175,644,0,399,719,166250,0,0,,
60855120243,512024,3,1992,354,334,748,148,178,882,98083,0,0,,
60855120251,512025,1,2182,385,521,811,45,780,270,217400,0,0,,
60855120252,512025,2,880,231,145,463,29,170,183,240761,0,0,,
60855120261,512026,1,1895,466,205,484,29,792,507,141250,0,0,,
60855120262,512026,2,1839,349,163,541,17,632,832,171250,0,0,,
60855120271,512027,1,1457,174,320,567,27,313,486,75188,0,0,,
60855120272,512027,2,2451,568,562,958,5,785,536,149556,0,0,,
60855120291,512029,1,2409,422,284,532,0,649,1242,202109,0,0,,
60855120292,512029,2,2374,609,545,1296,2,673,398,180167,0,0,,
60855120293,512029,3,760,157,15,185,24,128,374,127321,0,0,,
60855120294,512029,4,2572,449,258,1826,26,332,346,191629,0,0,,
60855120301,512030,1,1566,422,323,721,34,441,212,182235,0,0,,
60855120302,512030,2,1332,351,180,544,0,475,267,166250,0,0,,
60855120311,512031,1,552,126,169,256,6,124,151,182019,0,0,,
60855120312,512031,2,1287,374,155,549,0,396,335,220729,0,0,,
60855120313,512031,3,1088,211,159,546,12,339,122,180000,0,0,,
60855120314,512031,4,1172,322,167,412,0,461,59,241786,0,0,,
60855120321,512032,1,1450,439,159,552,0,616,427,156625,0,0,,
60855120322,512032,2,658,70,241,248,18,182,212,159286,0,0,,
60855120323,512032,3,1646,374,179,448,7,848,374,213702,0,0,,
60855120341,512034,1,2163,430,387,841,35,714,638,170909,0,0,,
60855120342,512034,2,834,252,104,302,21,108,394,122443,0,0,,
60855120351,512035,1,1694,370,373,448,25,639,429,197619,0,0,,
60855120352,512035,2,2825,883,343,826,158,932,895,206310,0,0,,
60855120361,512036,1,2643,586,93,909,81,1010,645,133403,0,0,,
60855120362,512036,2,2125,334,236,564,8,657,752,179750,0,0,,
60855120371,512037,1,1756,362,368,651,27,560,449,173750,0,0,,
60855120372,512037,2,1233,335,158,400,16,473,308,232321,0,0,,
60855120381,512038,1,1636,384,202,198,91,375,910,88625,0,0,,
60855120382,512038,2,1581,533,77,450,306,695,187,133636,0,0,,
60855120391,512039,1,2181,630,111,287,102,512,1450,132582,0,0,,
60855120392,512039,2,1037,82,153,158,127,462,247,96286,0,0,,
60855120393,512039,3,2499,747,201,390,135,557,1303,151978,0,0,,
60855120421,512042,1,1270,300,242,108,80,600,496,193594,0,0,,
60855120422,512042,2,1560,325,172,143,88,655,664,69327,0,0,,
60855120431,512043,1,1594,196,364,411,81,351,862,116168,0,0,,
60855120432,512043,2,1657,273,445,172,134,679,659,57274,0,0,,
60855120433,512043,3,2015,669,167,217,61,166,1716,87548,0,0,,
60855120451,512045,1,1781,410,312,691,10,634,403,156125,0,0,,
60855120452,512045,2,887,270,73,328,0,267,210,201125,0,0,,
60855120453,512045,3,1107,132,148,479,0,136,365,160313,0,0,,
60855120454,512045,4,1311,334,216,634,0,393,285,191429,0,0,,
60855120471,512047,1,2527,464,344,1013,85,783,486,181667,0,0,,
60855120472,512047,2,1396,230,267,602,10,535,300,149784,0,0,,
60855120473,512047,3,1392,143,294,857,56,214,162,207650,0,0,,
60855120521,512052,1,750,76,123,342,62,158,57,133969,0,0,,
60855120522,512052,2,2487,394,353,897,66,169,1380,127772,0,0,,
60855120523,512052,3,1254,295,301,363,87,469,255,141042,0,0,,
60855120531,512053,1,2082,386,231,574,34,441,1015,80405,0,0,,
60855120532,512053,2,1460,270,193,663,33,200,518,188958,0,0,,
60855120533,512053,3,1273,225,305,354,264,129,423,180691,0,0,,
60855120541,512054,1,1066,137,7,160,84,199,592,137705,0,0,,
60855120542,512054,2,1500,312,53,408,21,395,496,120172,0,0,,
60855120543,512054,3,1891,464,17,306,175,537,898,89851,0,0,,
60855120551,512055,1,3595,661,836,323,373,1794,1066,124398,0,0,,
60855120561,512056,1,2644,572,319,241,198,301,1843,112813,0,0,,
60855120562,512056,2,1163,291,160,414,29,307,338,125365,0,0,,
60855120571,512057,1,3457,700,611,607,40,1358,1523,161100,0,0,,
60855120572,512057,2,928,74,76,148,0,225,543,186827,0,0,,
60855120581,512058,1,1729,226,76,316,178,814,410,141138,0,0,,
60855120582,512058,2,1058,172,18,319,60,538,41,250001,0,0,,
60855120583,512058,3,2774,518,60,573,0,1122,1048,104135,0,0,,
60855120591,512059,1,1541,272,163,623,48,402,423,250001,0,0,,
60855120592,512059,2,2146,596,208,773,10,547,680,133125,0,0,,
60855120593,512059,3,1146,190,155,479,0,378,302,191875,0,0,,
60855120594,512059,4,2167,449,283,745,73,807,518,146100,0,0,,
60855121001,512100,1,1710,421,252,433,10,229,1011,121563,0,0,,
60855122001,512200,1,1579,401,384,973,0,334,183,250001,0,0,,
60855122002,512200,2,1213,189,248,714,26,13,296,250001,0,0,,
60855122003,512200,3,2354,590,442,1223,56,168,794,250001,0,0,,
60855123051,512305,1,3106,720,425,1388,13,915,658,250001,0,0,,
60855123052,512305,2,923,155,247,654,7,14,246,245208,0,0,,
60855123071,512307,1,1616,234,274,868,21,109,820,166520,0,0,,
60855123072,512307,2,2945,676,637,1158,0,298,1436,147647,0,0,,
60855123073,512307,3,1968,311,872,1171,162,151,629,117333,0,0,,
60855123081,512308,1,3802,1061,302,1547,119,1290,664,250001,0,0,,
60855123082,512308,2,2002,596,340,1288,0,197,736,196477,0,0,,
60855123083,512308,3,2746,679,547,1983,0,268,295,196161,0,0,,
60855123091,512309,1,2052,525,433,1134,23,299,477,220368,0,0,,
60855123092,512309,2,1339,189,277,830,0,206,165,194044,0,0,,
60855123093,512309,3,1719,478,316,692,0,447,488,190195,0,0,,
60855123101,512310,1,3174,981,477,1086,311,913,870,82585,0,0,,
60855123102,512310,2,2060,669,167,685,17,148,1640,117031,0,0,,
60855123111,512311,1,1714,385,160,632,67,505,484,232391,0,0,,
60855123112,512311,2,2405,740,341,1046,245,239,1022,89900,0,0,,
60855123121,512312,1,4066,1230,434,1679,89,751,1201,206208,0,0,,
60855123131,512313,1,2287,625,225,817,28,133,1384,106509,0,0,,
60855123132,512313,2,1721,547,193,525,85,158,820,113214,0,0,,
60855123141,512314,1,1644,268,448,1062,0,331,101,153846,0,0,,
60855123142,512314,2,594,171,127,250,0,88,288,92891,0,0,,
60855123143,512314,3,3765,1213,191,973,140,512,2158,200150,0,0,,
60855123144,512314,4,1107,268,234,361,0,84,661,125403,0,0,,
60855124011,512401,1,1591,181,362,857,99,110,525,229291,0,0,,
60855124012,512401,2,1473,383,265,667,34,56,739,198300,0,0,,
60855124013,512401,3,897,170,302,346,0,101,373,155517,0,0,,
60855124021,512402,1,944,185,130,382,139,0,478,-666666666,0,0,,
60855124022,512402,2,1003,43,244,374,0,191,438,128050,0,0,,
60855124023,512402,3,1840,344,373,929,0,53,782,168851,0,0,,
60855124024,512402,4,1909,496,420,908,0,213,847,116921,0,0,,
60855125051,512505,1,1722,391,101,694,0,267,832,139567,0,0,,
60855125052,512505,2,4175,1010,584,1114,99,207,3165,96541,0,0,,
60855125053,512505,3,1786,704,49,496,0,307,1239,131518,0,0,,
60855125091,512509,1,4662,1618,386,1164,330,915,1752,217961,0,0,,
60855125092,512509,2,1579,440,200,323,0,48,1161,134659,0,0,,
60855125093,512509,3,1614,464,223,314,0,53,1184,114663,0,0,,
60855125101,512510,1,2930,655,877,1337,1,315,981,112283,0,0,,
60855125102,512510,2,2953,758,514,1180,14,800,908,173750,0,0,,
60855125103,512510,3,1790,321,320,666,38,0,1292,97361,0,0,,
60855125111,512511,1,1925,180,375,695,161,9,1088,118462,0,0,,
60855125112,512511,2,2849,1076,435,1341,0,153,1550,152598,0,0,,
60855125121,512512,1,2020,623,268,539,0,326,1154,98958,0,0,,
60855125122,512512,2,1386,198,154,457,0,21,918,157625,0,0,,
60855125131,512513,1,1519,422,253,255,0,99,1155,83287,0,0,,
60855125132,512513,2,2484,738,151,432,16,150,2132,106683,0,0,,
60855125141,512514,1,1199,397,97,284,39,34,787,90208,0,0,,
60855125142,512514,2,1700,418,193,310,60,285,1033,142031,0,0,,
60855125151,512515,1,1804,488,74,1142,20,121,609,152009,0,0,,
60855125152,512515,2,1572,410,190,729,40,244,475,215455,0,0,,
60855125153,512515,3,1461,272,333,618,12,417,444,175521,0,0,,
60855125161,512516,1,3108,822,307,1104,77,252,1560,159144,0,0,,
60855125162,512516,2,1214,255,296,643,13,38,526,147375,0,0,,
60855126021,512602,1,1667,266,310,368,25,85,1192,128413,0,0,,
60855126022,512602,2,1457,297,286,627,0,154,607,182614,0,0,,
60855126031,512603,1,920,270,28,131,2,148,689,129722,0,0,,
60855126032,512603,2,508,99,36,224,0,22,320,110521,0,0,,
60855126033,512603,3,3449,996,359,414,62,0,3287,87308,0,0,,
60855126041,512604,1,2445,853,237,263,36,28,2085,83929,0,0,,
60855126042,512604,2,2192,484,308,417,47,40,1873,85156,0,0,,
60855130001,513000,1,686,0,0,257,34,222,47,-666666666,0,0,,
60855130002,513000,2,2342,378,0,1222,27,704,223,99615,0,0,,
60855130003,513000,3,329,0,0,76,25,125,63,53902,0,0,,
60855130004,513000,4,1969,48,0,878,146,585,335,78750,0,0,,
60855130005,513000,5,4566,115,17,2157,128,1407,821,52262,0,0,,
60855130006,513000,6,2432,46,0,952,109,861,454,-666666666,0,0,,
60855135001,513500,1,1009,123,249,678,5,81,259,102750,0,0,,
