geoid,name,total_population,median_household_income,poverty_rate_pct,households_no_vehicle_pct,total_food_businesses,fresh_food_businesses,limited_fresh_food_businesses,restaurant_businesses,fresh_food_share,fresh_food_per_1000_people,food_access_priority_score,limited_fresh_food_per_1000_people,restaurant_per_1000_people,fresh_food_access_raw,fresh_food_access_score,access_vulnerability_score,priority_area_flag,access_label
06085503113,Census Tract 5031.13; Santa Clara County; California,4028,95625,4.6,13.07,13,1,0,5,0.0769230769230769,0.24826216484607747,7.450099999999999,0.0,1.2413108242303872,0.22344048199384312,11.8,88.2,True,Highest access vulnerability
06085512310,Census Tract 5123.10; Santa Clara County; California,5234,100506,8.3,10.09,36,6,1,13,0.1666666666666666,1.146350783339702,7.440966666666667,0.19105846388995032,2.4837600305693543,0.34589693541623073,79.7,20.3,False,Above-average fresh-food access
06085504322,Census Tract 5043.22; Santa Clara County; California,5285,167583,14.2,2.22,31,4,0,8,0.1290322580645161,0.7568590350047304,7.431249999999999,0.0,1.5137180700094608,0.33055105538088614,75.7,24.3,False,Above-average fresh-food access
06085510803,Census Tract 5108.03; Santa Clara County; California,3406,250001,7.0,10.21,8,1,0,4,0.125,0.29359953024075164,7.4047,0.0,1.1743981209630066,0.30532005290488295,67.6,32.4,True,Above-average fresh-food access
06085503116,Census Tract 5031.16; Santa Clara County; California,6396,109509,7.9,7.24,12,1,0,2,0.0833333333333333,0.15634771732332708,7.368200000000001,0.0,0.31269543464665417,0.22343826785856505,11.5,88.5,True,Highest access vulnerability
06085503511,Census Tract 5035.11; Santa Clara County; California,3560,125972,9.5,5.97,2,0,0,0,0.0,0.0,7.3645,0.0,0.0,0.20978578901333333,7.1,92.9,True,Highest access vulnerability
06085512024,Census Tract 5120.24; Santa Clara County; California,5288,136168,8.8,8.66,41,3,2,9,0.073170731707317,0.56732223903177,7.343533333333333,0.37821482602118,1.70196671709531,0.28699513040892116,50.7,49.3,False,Moderate fresh-food access
06085508707,Census Tract 5087.07; Santa Clara County; California,3907,173165,7.0,9.09,5,0,1,0,0.0,0.0,7.3315,0.2559508574353724,0.0,0.23096898690773676,15.0,85.0,True,Highest access vulnerability
06085503903,Census Tract 5039.03; Santa Clara County; California,2911,131806,9.0,6.49,13,0,0,2,0.0,0.0,7.3215,0.0,0.6870491240123668,0.21250077598320538,7.8,92.2,True,Highest access vulnerability
06085508005,Census Tract 5080.05; Santa Clara County; California,3835,206389,5.4,11.74,32,1,0,9,0.03125,0.2607561929595828,7.306,0.0,2.346805736636245,0.2797961440135562,45.8,54.2,False,Moderate fresh-food access
06085504802,Census Tract 5048.02; Santa Clara County; California,4506,116525,8.3,7.26,16,0,3,7,0.0,0.0,7.276,0.6657789613848203,1.5534842432312472,0.2048954852778025,5.9,94.1,True,Highest access vulnerability
06085505010,Census Tract 5050.10; Santa Clara County; California,4756,202663,9.9,7.84,213,20,1,83,0.0938967136150234,4.205214465937763,7.24656,0.21026072329688814,17.451640033641716,0.8094757858736384,99.8,0.2,False,Strong fresh-food access
06085508508,Census Tract 5085.08; Santa Clara County; California,5873,133065,10.3,4.1,11,1,1,3,0.0909090909090909,0.17027073046143368,7.2446,0.17027073046143368,0.510812191384301,0.23852267717272255,18.6,81.4,True,Highest access vulnerability
06085508503,Census Tract 5085.03; Santa Clara County; California,6020,167763,8.0,9.91,42,7,1,7,0.1666666666666666,1.1627906976744187,7.2405,0.16611295681063123,1.1627906976744187,0.3815503711269642,85.8,14.2,False,Strong fresh-food access
06085512039,Census Tract 5120.39; Santa Clara County; California,5717,134158,11.9,3.62,15,2,0,2,0.1333333333333333,0.34983382893125764,7.1937,0.0,0.34983382893125764,0.261116613481575,34.6,65.4,False,Lower fresh-food access
06085511707,Census Tract 5117.07; Santa Clara County; California,3047,203068,5.9,10.09,7,0,0,1,0.0,0.0,7.1865000000000006,0.0,0.32819166393173616,0.24548256116464184,21.6,78.4,False,Lower fresh-food access
06085504507,Census Tract 5045.07; Santa Clara County; California,6052,163724,6.4,11.0,39,3,1,9,0.0769230769230769,0.495703899537343,7.133466666666667,0.16523463317911435,1.4871116986120292,0.29047542783764013,54.4,45.6,False,Moderate fresh-food access
06085504422,Census Tract 5044.22; Santa Clara County; California,3440,141111,9.7,5.9,30,1,0,3,0.0333333333333333,0.29069767441860467,7.117999999999999,0.0,0.872093023255814,0.2560662851365048,29.4,70.6,True,Lower fresh-food access
06085507905,Census Tract 5079.05; Santa Clara County; California,6596,141429,3.8,14.17,25,3,1,6,0.12,0.45482110369921164,7.109233333333332,0.15160703456640387,0.9096422073984233,0.27269522187709916,40.9,59.1,False,Moderate fresh-food access
06085513500,Census Tract 5135; Santa Clara County; California,1009,102750,15.3,0.0,9,1,1,2,0.1111111111111111,0.9910802775024777,7.0868,0.9910802775024777,1.9821605550049555,0.333339601210273,76.7,23.3,True,Above-average fresh-food access
06085503337,Census Tract 5033.37; Santa Clara County; California,4409,159904,7.6,7.92,6,1,0,0,0.1666666666666666,0.22680880018144703,7.0738,0.0,0.0,0.25643712721658163,29.9,70.1,True,Lower fresh-food access
06085503325,Census Tract 5033.25; Santa Clara County; California,4478,145991,14.8,0.8,24,7,3,4,0.2916666666666667,1.5631978561857973,7.0679428571428575,0.6699419383653417,0.8932559178204555,0.43071563339666397,92.9,7.1,False,Strong fresh-food access
06085504411,Census Tract 5044.11; Santa Clara County; California,5553,166354,11.9,2.01,4,0,0,0,0.0,0.0,7.0585,0.0,0.0,0.23283371402726874,15.9,84.1,True,Highest access vulnerability
06085501200,Census Tract 5012; Santa Clara County; California,4163,108913,13.5,1.98,4,3,0,1,0.75,0.720634158059092,7.045533333333333,0.0,0.24021138601969733,0.29923433884567724,64.7,35.3,False,Above-average fresh-food access
06085512512,Census Tract 5125.12; Santa Clara County; California,3406,101793,12.0,1.73,3,0,0,0,0.0,0.0,7.0055000000000005,0.0,0.0,0.20206094606673497,5.1,94.9,True,Highest access vulnerability
06085504806,Census Tract 5048.06; Santa Clara County; California,2753,158750,3.5,14.65,9,2,0,1,0.2222222222222222,0.726480203414457,6.977799999999999,0.0,0.3632401017072285,0.3172962354778062,71.6,28.4,False,Above-average fresh-food access
06085501501,Census Tract 5015.01; Santa Clara County; California,4403,81859,8.9,5.9,4,1,0,1,0.25,0.2271178741766977,6.9506000000000006,0.0,0.2271178741766977,0.22047223923108358,10.0,90.0,True,Highest access vulnerability
06085504412,Census Tract 5044.12; Santa Clara County; California,4928,149659,7.7,7.1,12,0,0,5,0.0,0.0,6.95,0.0,1.0146103896103895,0.22241240341380986,10.8,89.2,True,Highest access vulnerability
06085509403,Census Tract 5094.03; Santa Clara County; California,4115,177847,8.7,6.29,17,1,2,3,0.0588235294117647,0.24301336573511542,6.9395,0.48602673147023084,0.7290400972053463,0.2685260795586468,37.5,62.5,True,Lower fresh-food access
06085503315,Census Tract 5033.15; Santa Clara County; California,7822,152083,6.9,6.44,21,1,2,6,0.0476190476190476,0.12784454103809767,6.9234,0.25568908207619534,0.767067246228586,0.24380080963938222,20.6,79.4,True,Lower fresh-food access
06085503508,Census Tract 5035.08; Santa Clara County; California,5979,125469,10.3,3.12,6,1,1,1,0.1666666666666666,0.16725204883759826,6.9228000000000005,0.16725204883759826,0.16725204883759826,0.2365051830414891,17.6,82.4,True,Highest access vulnerability
06085506402,Census Tract 5064.02; Santa Clara County; California,5257,121413,8.6,7.2,13,2,0,3,0.1538461538461538,0.38044512079132586,6.9157,0.0,0.5706676811869887,0.25811821078213704,31.4,68.6,False,Lower fresh-food access
06085503125,Census Tract 5031.25; Santa Clara County; California,4082,160833,9.5,4.66,1,0,0,0,0.0,0.0,6.906000000000001,0.0,0.0,0.2293610999618996,14.2,85.8,True,Highest access vulnerability
06085503313,Census Tract 5033.13; Santa Clara County; California,4449,250001,12.1,1.18,1,0,0,0,0.0,0.0,6.8580000000000005,0.0,0.0,0.2745538322191431,42.2,57.8,True,Moderate fresh-food access
06085509111,Census Tract 5091.11; Santa Clara County; California,4643,135398,7.6,6.89,5,0,1,2,0.0,0.0,6.8315,0.21537798836958863,0.43075597673917726,0.216167558180417,9.1,90.9,True,Highest access vulnerability
06085504506,Census Tract 5045.06; Santa Clara County; California,7188,164879,6.3,9.26,31,2,1,12,0.064516129032258,0.27824151363383415,6.7948,0.13912075681691707,1.669449081803005,0.26554068979821965,37.0,63.0,False,Lower fresh-food access
06085512056,Census Tract 5120.56; Santa Clara County; California,3807,123674,8.3,5.84,1,0,0,0,0.0,0.0,6.779,0.0,0.0,0.21132559557466735,7.6,92.4,True,Highest access vulnerability
06085510900,Census Tract 5109; Santa Clara County; California,4431,183536,2.1,13.69,8,0,0,1,0.0,0.0,6.7365,0.0,0.22568269013766645,0.2360261222169711,17.2,82.8,True,Highest access vulnerability
06085512021,Census Tract 5120.21; Santa Clara County; California,5782,148548,8.5,5.39,3,0,0,2,0.0,0.0,6.7115,0.0,0.3459010722933241,0.22387990295385773,12.0,88.0,True,Highest access vulnerability
06085506301,Census Tract 5063.01; Santa Clara County; California,4994,138411,9.6,5.31,34,2,3,8,0.0588235294117647,0.4004805766920304,6.677899999999999,0.6007208650380457,1.6019223067681216,0.2710114649362686,39.7,60.3,False,Lower fresh-food access
06085511609,Census Tract 5116.09; Santa Clara County; California,3441,148365,6.0,10.88,87,5,0,29,0.057471264367816,1.4530659691950014,6.64564,0.0,8.427782621331009,0.4132779000491554,90.9,9.1,False,Strong fresh-food access
06085512027,Census Tract 5120.27; Santa Clara County; California,3908,106406,7.2,9.11,64,5,2,14,0.078125,1.2794268167860798,6.58482,0.5117707267144319,3.5823950870010237,0.37093447515655775,83.8,16.2,False,Strong fresh-food access
06085503304,Census Tract 5033.04; Santa Clara County; California,6566,101039,9.4,5.47,65,3,4,12,0.0461538461538461,0.45689917758148035,6.582233333333334,0.6091989034419738,1.8275967103259214,0.260645391076928,33.8,66.2,False,Lower fresh-food access
06085512313,Census Tract 5123.13; Santa Clara County; California,4008,107198,11.0,3.86,32,3,1,14,0.09375,0.7485029940119761,6.5682,0.249500998003992,3.493013972055888,0.30317263435759484,66.7,33.3,False,Above-average fresh-food access
06085512032,Census Tract 5120.32; Santa Clara County; California,3754,173750,12.3,2.2,19,3,1,3,0.1578947368421052,0.7991475759190197,6.555266666666666,0.2663825253063399,0.7991475759190197,0.34303785868692827,79.2,20.8,False,Above-average fresh-food access
06085512401,Census Tract 5124.01; Santa Clara County; California,3961,197540,12.3,1.76,10,2,0,2,0.2,0.5049229992426155,6.5471,0.0,0.5049229992426155,0.3157457486034353,70.8,29.2,False,Above-average fresh-food access
06085509107,Census Tract 5091.07; Santa Clara County; California,5107,143611,4.6,9.86,6,0,0,1,0.0,0.0,6.520999999999999,0.0,0.1958096729978461,0.21984075458599844,9.6,90.4,True,Highest access vulnerability
06085503802,Census Tract 5038.02; Santa Clara County; California,7647,114023,8.9,5.7,9,3,1,0,0.3333333333333333,0.39231071008238527,6.5098,0.1307702366941284,0.0,0.25870541107184863,32.4,67.6,False,Lower fresh-food access
06085507002,Census Tract 5070.02; Santa Clara County; California,3325,250001,12.2,0.0,1,0,0,0,0.0,0.0,6.49,0.0,0.0,0.27683168316831686,43.4,56.6,True,Moderate fresh-food access
06085503222,Census Tract 5032.22; Santa Clara County; California,5434,122526,4.5,11.63,20,3,1,4,0.15,0.5520794994479205,6.457766666666666,0.1840264998159735,0.736105999263894,0.28063700670483527,46.1,53.9,False,Moderate fresh-food access
06085504805,Census Tract 5048.05; Santa Clara County; California,7409,149207,8.7,2.96,9,1,1,2,0.1111111111111111,0.13497098123903362,6.432799999999999,0.13497098123903362,0.26994196247806723,0.2471115236862788,22.8,77.2,True,Lower fresh-food access
06085502202,Census Tract 5022.02; Santa Clara County; California,3150,113958,9.8,4.81,24,2,0,5,0.0833333333333333,0.6349206349206349,6.4085,0.0,1.5873015873015872,0.29149339686493114,56.1,43.9,False,Moderate fresh-food access
06085511704,Census Tract 5117.04; Santa Clara County; California,4480,250001,10.8,1.49,5,0,0,2,0.0,0.0,6.3815,0.0,0.44642857142857145,0.27647764902381977,43.1,56.9,True,Moderate fresh-food access
06085508507,Census Tract 5085.07; Santa Clara County; California,3388,174267,10.6,3.63,13,2,1,3,0.1538461538461538,0.5903187721369539,6.3793,0.29515938606847697,0.885478158205431,0.31547709440617017,70.3,29.7,False,Above-average fresh-food access
06085504308,Census Tract 5043.08; Santa Clara County; California,4898,212941,8.0,5.0,7,0,1,0,0.0,0.0,6.35,0.2041649652919559,0.0,0.256769451059642,30.6,69.4,True,Lower fresh-food access
06085502703,Census Tract 5027.03; Santa Clara County; California,4296,145541,10.8,1.6,14,1,1,2,0.0714285714285714,0.23277467411545624,6.2792,0.23277467411545624,0.4655493482309125,0.25723331561573154,31.1,68.9,True,Lower fresh-food access
06085506605,Census Tract 5066.05; Santa Clara County; California,4275,139265,8.0,5.13,13,1,2,5,0.0769230769230769,0.23391812865497075,6.250500000000001,0.4678362573099415,1.1695906432748537,0.2524962265847127,26.7,73.3,True,Lower fresh-food access
06085505014,Census Tract 5050.14; Santa Clara County; California,6478,159833,7.8,4.94,7,0,0,5,0.0,0.0,6.239,0.0,0.7718431614695894,0.23165726277918686,15.2,84.8,True,Highest access vulnerability
06085502601,Census Tract 5026.01; Santa Clara County; California,3329,193125,3.4,12.81,15,3,0,5,0.2,0.9011715229798738,6.235433333333334,0.0,1.5019525382997898,0.3615172541391176,82.8,17.2,False,Strong fresh-food access
06085503707,Census Tract 5037.07; Santa Clara County; California,4665,109000,6.4,6.85,9,1,0,6,0.1111111111111111,0.21436227224008575,6.2105,0.0,1.2861736334405145,0.23480879133313431,16.7,83.3,True,Highest access vulnerability
06085508505,Census Tract 5085.05; Santa Clara County; California,4833,205625,8.0,4.55,10,0,1,3,0.0,0.0,6.1925,0.2069108214359611,0.6207324643078833,0.25418235904135933,28.2,71.8,True,Lower fresh-food access
06085512038,Census Tract 5120.38; Santa Clara County; California,3217,101308,8.4,4.03,1,0,0,0,0.0,0.0,6.1905,0.0,0.0,0.20412970982381912,5.4,94.6,True,Highest access vulnerability
06085505302,Census Tract 5053.02; Santa Clara County; California,4958,213365,6.3,6.55,18,1,0,3,0.0555555555555555,0.20169423154497781,6.1191,0.0,0.6050826946349335,0.2843018347014129,48.5,51.5,True,Moderate fresh-food access
06085512514,Census Tract 5125.14; Santa Clara County; California,2899,111250,7.5,4.98,2,0,1,1,0.0,0.0,6.118,0.3449465332873405,0.3449465332873405,0.2087173975004683,6.9,93.1,True,Highest access vulnerability
06085509106,Census Tract 5091.06; Santa Clara County; California,4123,159951,6.2,8.31,33,2,1,7,0.0606060606060606,0.4850836769342712,6.1108,0.2425418384671356,1.697792869269949,0.2932615318408749,58.8,41.2,False,Moderate fresh-food access
06085503336,Census Tract 5033.36; Santa Clara County; California,2861,190000,7.0,5.56,5,0,0,2,0.0,0.0,6.096,0.0,0.6990562740300594,0.24650151921217736,22.3,77.7,True,Lower fresh-food access
06085502104,Census Tract 5021.04; Santa Clara County; California,2459,102105,9.6,2.2,13,0,1,3,0.0,0.0,6.09,0.406669377795852,1.2200081333875559,0.2059778652722037,6.6,93.4,True,Highest access vulnerability
06085505011,Census Tract 5050.11; Santa Clara County; California,4828,156446,2.9,10.79,3,0,0,0,0.0,0.0,6.081499999999999,0.0,0.0,0.2274509551155011,12.7,87.3,True,Highest access vulnerability
06085510500,Census Tract 5105; Santa Clara County; California,4911,250001,5.2,7.77,19,0,0,7,0.0,0.0,6.0595,0.0,1.425371614742415,0.2743900898692471,41.9,58.1,False,Moderate fresh-food access
06085506401,Census Tract 5064.01; Santa Clara County; California,4758,172134,6.8,7.57,57,3,0,15,0.0526315789473684,0.6305170239596469,6.0267,0.0,3.1525851197982346,0.3191291510954444,72.8,27.2,False,Above-average fresh-food access
06085506103,Census Tract 5061.03; Santa Clara County; California,5187,231563,6.2,7.62,19,2,0,2,0.1052631578947368,0.385579332947754,5.9757,0.0,0.385579332947754,0.3158492761375282,71.1,28.9,False,Above-average fresh-food access
06085503002,Census Tract 5030.02; Santa Clara County; California,3635,139863,4.4,10.28,18,2,1,4,0.1111111111111111,0.5502063273727648,5.9415,0.2751031636863824,1.1004126547455295,0.2917830596550925,56.9,43.1,False,Moderate fresh-food access
06085503207,Census Tract 5032.07; Santa Clara County; California,3446,145278,9.4,2.03,0,0,0,0,,0.0,5.9405,0.0,0.0,0.22756930125787098,13.0,87.0,True,Highest access vulnerability
06085504323,Census Tract 5043.23; Santa Clara County; California,5814,161552,6.8,6.97,11,3,1,2,0.2727272727272727,0.5159958720330238,5.887099999999999,0.1719986240110079,0.3439972480220158,0.29982859217018476,65.2,34.8,False,Above-average fresh-food access
06085503212,Census Tract 5032.12; Santa Clara County; California,4226,128750,6.3,6.21,16,1,0,6,0.0625,0.23663038334122102,5.8537,0.0,1.419782300047326,0.2488870926504367,24.0,76.0,True,Lower fresh-food access
06085509302,Census Tract 5093.02; Santa Clara County; California,3508,169896,5.2,9.33,13,3,0,4,0.2307692307692307,0.855188141391106,5.839366666666667,0.0,1.1402508551881414,0.3478381585349005,79.9,20.1,False,Above-average fresh-food access
06085504601,Census Tract 5046.01; Santa Clara County; California,1212,74250,10.1,3.51,101,4,1,48,0.0396039603960396,3.3003300330033003,5.8341,0.8250825082508251,39.603960396039604,0.6340911345241327,99.3,0.7,False,Strong fresh-food access
06085500500,Census Tract 5005; Santa Clara County; California,5185,166514,3.5,11.53,24,5,1,6,0.2083333333333333,0.9643201542912246,5.8179,0.19286403085824494,1.1571841851494695,0.3596806812078691,82.4,17.6,False,Strong fresh-food access
06085503804,Census Tract 5038.04; Santa Clara County; California,6231,141289,6.3,8.18,45,11,1,8,0.2444444444444444,1.7653667148130316,5.811290909090909,0.16048788316482104,1.2839030653185683,0.45707070969389957,94.4,5.6,False,Strong fresh-food access
06085503329,Census Tract 5033.29; Santa Clara County; California,3294,217369,7.4,4.11,4,0,0,2,0.0,0.0,5.7685,0.0,0.607164541590771,0.261962266798586,34.8,65.2,True,Lower fresh-food access
06085503331,Census Tract 5033.31; Santa Clara County; California,3481,126324,5.7,6.29,4,0,0,1,0.0,0.0,5.7665,0.0,0.2872737719046251,0.2168090219417732,9.3,90.7,True,Highest access vulnerability
06085504424,Census Tract 5044.24; Santa Clara County; California,4974,153333,5.0,7.2,8,1,0,3,0.125,0.2010454362685967,5.764799999999999,0.0,0.6031363088057901,0.256448536873925,30.1,69.9,False,Lower fresh-food access
06085512036,Census Tract 5120.36; Santa Clara County; California,4768,138841,5.3,6.79,0,0,0,0,,0.0,5.7615,0.0,0.0,0.2225936971911452,11.0,89.0,True,Highest access vulnerability
06085512052,Census Tract 5120.52; Santa Clara County; California,4491,132699,5.5,8.94,32,6,0,9,0.1875,1.3360053440213762,5.753699999999999,0.0,2.004008016032064,0.39498244339486954,89.0,11.0,False,Strong fresh-food access
06085508003,Census Tract 5080.03; Santa Clara County; California,2236,198500,9.1,1.85,7,0,0,1,0.0,0.0,5.7425,0.0,0.4472271914132379,0.25423018089371785,28.4,71.6,True,Lower fresh-food access
06085506603,Census Tract 5066.03; Santa Clara County; California,4295,250001,6.2,5.4,3,0,0,1,0.0,0.0,5.68,0.0,0.23282887077997672,0.2773826153072714,44.1,55.9,True,Moderate fresh-food access
06085501102,Census Tract 5011.02; Santa Clara County; California,4273,144609,9.1,1.9,10,1,1,2,0.1,0.23402761525860052,5.614599999999999,0.23402761525860052,0.46805523051720105,0.25968938978192785,33.6,66.4,True,Lower fresh-food access
06085505403,Census Tract 5054.03; Santa Clara County; California,8136,182500,6.1,5.85,22,2,2,2,0.0909090909090909,0.24582104228121926,5.6061000000000005,0.24582104228121926,0.24582104228121926,0.27722253188577595,43.9,56.1,False,Moderate fresh-food access
06085506606,Census Tract 5066.06; Santa Clara County; California,4976,133700,8.7,4.39,27,7,1,5,0.2592592592592592,1.4067524115755627,5.593671428571428,0.20096463022508038,1.004823151125402,0.40822130932298445,90.2,9.8,False,Strong fresh-food access
06085509802,Census Tract 5098.02; Santa Clara County; California,3090,220694,7.6,3.31,6,0,2,1,0.0,0.0,5.5785,0.6472491909385113,0.32362459546925565,0.26484969151678694,36.5,63.5,True,Lower fresh-food access
06085508800,Census Tract 5088; Santa Clara County; California,3619,143333,7.8,5.21,18,3,0,5,0.1666666666666666,0.8289582757667864,5.574766666666666,0.0,1.3815971262779774,0.3349737408172555,77.0,23.0,False,Above-average fresh-food access
06085503211,Census Tract 5032.11; Santa Clara County; California,4651,104677,8.6,2.2,3,1,0,0,0.3333333333333333,0.2150075252633842,5.570200000000001,0.0,0.0,0.23820940418528447,18.1,81.9,True,Highest access vulnerability
06085503220,Census Tract 5032.20; Santa Clara County; California,4691,96705,6.6,6.43,13,3,0,2,0.2307692307692307,0.6395224898742272,5.533233333333333,0.0,0.4263483265828182,0.28672419715959724,50.2,49.8,False,Moderate fresh-food access
06085504902,Census Tract 5049.02; Santa Clara County; California,4410,196797,3.8,8.01,4,0,0,3,0.0,0.0,5.5135,0.0,0.6802721088435374,0.25097834335706765,25.7,74.3,False,Lower fresh-food access
06085502800,Census Tract 5028; Santa Clara County; California,4236,185962,8.6,1.81,7,0,1,1,0.0,0.0,5.5035,0.2360717658168083,0.2360717658168083,0.24925237764802882,24.5,75.5,True,Lower fresh-food access
06085502901,Census Tract 5029.01; Santa Clara County; California,6044,135846,8.0,4.57,25,4,0,10,0.16,0.6618133686300464,5.5017000000000005,0.0,1.6545334215751157,0.3097547016348557,68.9,31.1,False,Above-average fresh-food access
06085507004,Census Tract 5070.04; Santa Clara County; California,3844,175347,8.3,4.49,104,4,1,24,0.0384615384615384,1.0405827263267429,5.4987,0.2601456815816857,6.243496357960458,0.3795002590830163,85.5,14.5,False,Strong fresh-food access
06085504102,Census Tract 5041.02; Santa Clara County; California,5273,156450,8.8,3.67,17,5,1,2,0.2941176470588235,0.9482268158543523,5.45542,0.18964536317087047,0.37929072634174094,0.3586483729730624,82.1,17.9,False,Strong fresh-food access
06085509102,Census Tract 5091.02; Santa Clara County; California,4704,229505,5.5,5.79,29,1,0,13,0.0344827586206896,0.21258503401360543,5.4423,0.0,2.7636054421768708,0.29674050331822205,62.7,37.3,False,Above-average fresh-food access
06085510100,Census Tract 5101; Santa Clara County; California,2792,250001,9.8,0.0,1,0,0,0,0.0,0.0,5.41,0.0,0.0,0.2815841584158416,46.3,53.7,True,Moderate fresh-food access
06085503504,Census Tract 5035.04; Santa Clara County; California,5526,139180,6.5,3.9,19,1,1,4,0.0526315789473684,0.18096272167933405,5.3952,0.18096272167933405,0.7238508867173362,0.25086126813671467,25.5,74.5,True,Lower fresh-food access
06085512510,Census Tract 5125.10; Santa Clara County; California,7673,117083,3.7,8.46,23,2,1,4,0.0869565217391304,0.260654242147791,5.3933,0.1303271210738955,0.521308484295582,0.24692467004501245,22.5,77.5,False,Lower fresh-food access
